DB_id,Drug_name,Approved,DB_interactions
DB00049,Rasburicase,approved,
DB00050,Cetrorelix,approved,
DB00051,Adalimumab,approved,DB06168;DB08895;DB00072
DB00052,Somatropin recombinant,approved,DB00284;DB00672;DB01276;DB01120;DB00222;DB01067;DB01016;DB01309;DB06655;DB00331;DB00491;DB00731;DB01132;DB00412;DB06335;DB01261;DB00839;DB01124
DB00053,Imiglucerase,approved,
DB00054,Abciximab,approved,DB01381;DB00775;DB00072;DB00374
DB00055,Drotrecogin alfa,approved,DB00758;DB06779;DB00569;DB01109;DB01009;DB08813;DB00031;DB06822;DB00500;DB00374;DB00013;DB06684;DB00682
DB00057,Satumomab Pendetide,approved,
DB00059,Pegaspargase,approved,DB00072
DB00060,Interferon beta-1a,approved,
DB00063,Eptifibatide,approved,DB01381;DB00775;DB00374
DB00065,Infliximab,approved,DB06674;DB08895;DB00072
DB00066,Follitropin beta,approved,
DB00067,Vasopressin,approved,
DB00068,Interferon beta-1b,approved,DB00495
DB00069,Interferon alfacon-1,approved,
DB00070,Hyaluronidase,approved,
DB00072,Trastuzumab,approved,DB01281;DB00054;DB00051;DB00087;DB00488;DB00276;DB00026;DB00023;DB00993;DB00074;DB00443;DB00290;DB01008;DB01101;DB00958;DB00262;DB00291;DB00515;DB00242;DB00631;DB01285;DB00531;DB00091;DB00987;DB00851;DB00111;DB00970;DB00694;DB00004;DB01234;DB01248;DB00997;DB00095;DB00445;DB00530;DB01196;DB00005;DB00773;DB01073;DB00687;DB00544;DB00317;DB00441;DB00741;DB01005;DB00078;DB01177;DB01181;DB00619;DB00065;DB00762;DB00480;DB01206;DB00888;DB01042;DB01033;DB00563;DB00305;DB00075;DB00688;DB01280;DB04868;DB00526;DB01229;DB00059;DB00552;DB00860;DB00635;DB01168;DB00073;DB00877;DB00398;DB00428;DB01268;DB00864;DB00853;DB06287;DB00444;DB01041;DB04572;DB00352;DB08895;DB01030;DB00081;DB00755;DB00620;DB00385;DB00570;DB00541;DB00361
DB00073,Rituximab,approved,DB08822;DB00195;DB08904;DB00880;DB00966;DB01162;DB08895;DB00839;DB00214;DB00519;DB00072;DB01021;DB00177;DB00661
DB00074,Basiliximab,approved,DB06168;DB00072
DB00075,Muromonab,approved,DB00091;DB00072
DB00076,Digoxin Immune Fab (Ovine),approved,
DB00078,Ibritumomab,approved,DB00072
DB00080,Daptomycin,approved,
DB00081,Tositumomab,approved,DB00072
DB00082,Pegvisomant,approved,
DB00083,Botulinum Toxin Type A,approved,
DB00085,Pancrelipase,approved,DB01592
DB00086,Streptokinase,approved,DB00208
DB00087,Alemtuzumab,approved,DB00072
DB00088,Alglucerase,approved,
DB00089,Capromab,approved,
DB00090,Laronidase,approved,
DB00091,Cyclosporine,approved,DB00819;DB00437;DB01118;DB01351;DB00681;DB00701;DB01352;DB01072;DB01076;DB00207;DB01393;DB00559;DB01156;DB00564;DB01136;DB00520;DB00446;DB00608;DB00537;DB01211;DB01190;DB01394;DB01406;DB00586;DB00390;DB00343;DB04855;DB00625;DB00199;DB00754;DB00749;DB00773;DB00973;DB00573;DB08874;DB00196;DB00472;DB00712;DB01095;DB00529;DB00222;DB01067;DB01016;DB00400;DB01354;DB01355;DB01050;DB00619;DB00224;DB00328;DB01167;DB01321;DB01026;DB01009;DB00227;DB00939;DB00784;DB01042;DB00474;DB00563;DB00422;DB00849;DB01233;DB00745;DB00075;DB00461;DB00788;DB01149;DB00220;DB00622;DB01115;DB01059;DB00104;DB00338;DB01083;DB00991;DB00776;DB00312;DB01174;DB00252;DB00554;DB08860;DB01263;DB00175;DB00794;DB01599;DB01182;DB00339;DB00912;DB00615;DB01045;DB00503;DB01098;DB00778;DB01232;DB00418;DB00658;DB01105;DB00641;DB00877;DB00359;DB01582;DB01015;DB00795;DB01138;DB00605;DB00864;DB00306;DB00706;DB05521;DB00976;DB00469;DB00857;DB00624;DB00599;DB01600;DB00208;DB00932;DB00684;DB08895;DB00500;DB01036;DB01030;DB00193;DB00519;DB00072;DB00656;DB01586;DB00661;DB00582
DB00092,Alefacept,approved,DB06168
DB00094,Urofollitropin,approved,
DB00095,Efalizumab,approved,DB01253;DB00072
DB00097,Choriogonadotropin alfa,approved,
DB00099,Filgrastim,approved,DB01030
DB00100,Coagulation Factor IX,approved,
DB00102,Becaplermin,approved,
DB00103,Agalsidase beta,approved,
DB00104,Octreotide,approved,DB06697;DB00091;DB00046;DB06708;DB00864;DB01623;DB00539;DB00582;DB02546;DB00246
DB00105,"Interferon Alfa-2b, Recombinant",approved,DB00651;DB00277
DB00106,Abarelix,approved,DB00864;DB01623;DB00539;DB00582;DB02546;DB00246
DB00107,Oxytocin,approved,DB00668;DB00388
DB00109,Enfuvirtide,approved,
DB00110,Palivizumab,approved,
DB00111,Daclizumab,approved,DB00072
DB00112,Bevacizumab,approved,DB01268
DB00113,Arcitumomab,approved,
DB00115,Cyanocobalamin,approved,
DB00121,Biotin,approved,
DB00122,Choline,approved,
DB00123,L-Lysine,approved,
DB00125,L-Arginine,approved,
DB00126,Vitamin C,approved,DB00746;DB00224
DB00128,L-Aspartic Acid,approved,
DB00129,L-Ornithine,approved,
DB00130,L-Glutamine,approved,
DB00134,L-Methionine,approved,
DB00136,Calcitriol,approved,DB00169;DB00930;DB00976;DB00582
DB00140,Riboflavin,approved,
DB00141,N-Acetyl-D-glucosamine,approved,
DB00143,Glutathione,approved,
DB00145,Glycine,approved,
DB00146,Calcidiol,approved,
DB00147,Pyridoxal,approved,
DB00148,Creatine,approved,
DB00150,L-Tryptophan,approved,DB01247;DB06684;DB00315
DB00151,L-Cysteine,approved,
DB00152,Thiamine,approved,
DB00153,Ergocalciferol,approved,DB00169;DB00930
DB00159,Icosapent,approved,
DB00162,Vitamin A,approved,DB00459;DB00307;DB01083;DB00755
DB00163,Vitamin E,approved,DB00701;DB01083
DB00166,Lipoic Acid,approved,
DB00169,Cholecalciferol,approved,DB01436;DB02300;DB00136;DB01432;DB00930;DB00375;DB00153;DB01083;DB00910;DB00364
DB00170,Menadione,approved,
DB00175,Pravastatin,approved,DB01393;DB08873;DB01394;DB00930;DB00091;DB01039;DB01241;DB00912;DB00932
DB00176,Fluvoxamine,approved,DB01418;DB00918;DB00321;DB00543;DB00182;DB06216;DB00637;DB00564;DB00395;DB01166;DB01242;DB00363;DB01151;DB01576;DB00266;DB00937;DB00320;DB01142;DB00476;DB00651;DB00216;DB06210;DB06210;DB00696;DB00754;DB00998;DB01381;DB00458;DB01247;DB01009;DB00601;DB01356;DB00579;DB00933;DB00333;DB01577;DB00379;DB00370;DB01171;DB00952;DB00540;DB00334;DB00497;DB00780;DB00191;DB00397;DB00252;DB00344;DB01367;DB00953;DB01656;DB00268;DB00296;DB01037;DB01105;DB00669;DB00857;DB00277;DB00679;DB01623;DB01600;DB00697;DB00500;DB00193;DB00752;DB00656;DB00374;DB00427;DB00285;DB00682;DB00315
DB00177,Valsartan,approved,DB01143;DB00594;DB06210;DB01356;DB00073;DB00684;DB00519;DB00374;DB00384
DB00178,Ramipril,approved,DB00594;DB08822;DB06196;DB00046;DB01356;DB00421;DB00697;DB00684;DB00374;DB00384
DB00179,Masoprocol,approved,
DB00180,Flunisolide,approved,DB00976;DB00582
DB00181,Baclofen,approved,DB00427
DB00182,Amphetamine,approved,DB00472;DB00623;DB00176;DB01170;DB01247;DB00933;DB00715;DB00850;DB00780;DB00433;DB01069;DB01608;DB01367;DB00679;DB00831
DB00183,Pentagastrin,approved,
DB00184,Nicotine,approved,
DB00185,Cevimeline,approved,DB00872
DB00186,Lorazepam,approved,DB00363;DB00427;DB00313
DB00187,Esmolol,approved,DB00672;DB00575;DB00320;DB00280;DB00668;DB01253;DB00696;DB01288;DB00983;DB01120;DB01067;DB01289;DB01016;DB01382;DB01050;DB00328;DB01309;DB00046;DB01064;DB00281;DB00247;DB00816;DB00236;DB01291;DB00554;DB00457;DB01366;DB00912;DB01001;DB00938;DB01162;DB00871;DB00839;DB01124;DB00374;DB00661
DB00188,Bortezomib,approved,DB00758;DB06414;DB00976;DB00208;DB00582
DB00189,Ethchlorvynol,approved,DB01418;DB00266;DB00682
DB00191,Phentermine,approved,DB01063;DB01246;DB00392;DB00472;DB00623;DB00176;DB01170;DB01247;DB00933;DB00902;DB00715;DB00850;DB00780;DB00433;DB00420;DB01069;DB01608;DB00777;DB01367;DB00679;DB00193;DB00519;DB00752;DB00831;DB00427;DB00285
DB00193,Tramadol,approved,DB00918;DB06274;DB00357;DB01118;DB00321;DB00543;DB00701;DB00673;DB01072;DB00559;DB01200;DB00248;DB00564;DB00608;DB00501;DB01012;DB00215;DB01211;DB01242;DB00257;DB00363;DB00907;DB00872;DB00924;DB00091;DB00496;DB01264;DB00705;DB01151;DB01234;DB01576;DB00514;DB00320;DB00343;DB01075;DB01142;DB00476;DB00625;DB00216;DB01049;DB01253;DB00696;DB00199;DB06414;DB00196;DB00472;DB00176;DB00998;DB00614;DB00502;DB00619;DB00458;DB00224;DB01247;DB00951;DB01167;DB01026;DB01259;DB00281;DB00601;DB01601;DB00934;DB00333;DB01577;DB00353;DB00916;DB01110;DB00370;DB01171;DB00952;DB01149;DB00220;DB00238;DB00622;DB04868;DB01059;DB00540;DB00776;DB00715;DB00312;DB01186;DB00454;DB00780;DB01174;DB00191;DB00252;DB01132;DB01263;DB00794;DB01168;DB01069;DB00344;DB00205;DB00908;DB00468;DB00243;DB01367;DB00615;DB01045;DB01201;DB00503;DB00953;DB01232;DB01037;DB01104;DB01105;DB06268;DB00669;DB00976;DB00857;DB00759;DB00679;DB00208;DB00752;DB00656;DB00427;DB00285;DB00661;DB00582;DB00315
DB00194,Vidarabine,approved,
DB00195,Betaxolol,approved,DB00672;DB00575;DB00320;DB00280;DB00668;DB00696;DB01288;DB00983;DB01120;DB01016;DB01050;DB00328;DB00247;DB00816;DB00236;DB00554;DB00457;DB00912;DB00073;DB01162;DB00871;DB00374
DB00196,Fluconazole,approved,DB01418;DB00802;DB00404;DB00321;DB06697;DB01076;DB01558;DB00564;DB00395;DB00482;DB00475;DB01166;DB00604;DB01068;DB00628;DB00872;DB00531;DB00091;DB00829;DB00266;DB00320;DB00700;DB00696;DB01215;DB00754;DB01590;DB00813;DB06702;DB00690;DB01095;DB00801;DB00502;DB00458;DB08820;DB00227;DB06708;DB00683;DB00540;DB00252;DB01100;DB01589;DB00243;DB00615;DB01045;DB06207;DB00641;DB00864;DB00675;DB00706;DB01623;DB00932;DB08895;DB01124;DB01036;DB06212;DB00214;DB00539;DB00193;DB00656;DB00897;DB00440;DB00661;DB00570;DB00541;DB00582;DB02546;DB00682;DB00549;DB00246;DB00425
DB00198,Oseltamivir,approved,
DB00199,Erythromycin,approved,DB01418;DB00802;DB00404;DB01118;DB00673;DB06697;DB00637;DB01076;DB01158;DB01558;DB01200;DB00490;DB00248;DB00564;DB01166;DB01012;DB00604;DB00215;DB00363;DB01394;DB00091;DB00829;DB00266;DB00390;DB00320;DB00280;DB01248;DB00204;DB00651;DB00216;DB06210;DB00700;DB01253;DB00696;DB00530;DB01590;DB01023;DB00472;DB00317;DB00619;DB05039;DB01167;DB08820;DB01137;DB01627;DB00227;DB06708;DB00933;DB00353;DB00247;DB00683;DB00218;DB06589;DB01100;DB08860;DB01224;DB00908;DB00243;DB00912;DB00615;DB01045;DB00503;DB01656;DB06335;DB01104;DB01105;DB00203;DB06207;DB00641;DB00877;DB00489;DB01208;DB00864;DB00706;DB00976;DB00277;DB00679;DB01623;DB06212;DB01030;DB00539;DB00193;DB00656;DB00897;DB00313;DB00862;DB00661;DB00570;DB00541;DB00361;DB08828;DB00582;DB02546;DB00682;DB00549;DB00246;DB01198
DB00200,Hydroxocobalamin,approved,
DB00201,Caffeine,approved,DB00640;DB00537;DB00363;DB00872;DB01356;DB01059;DB06213;DB00706;DB00857;DB01036;DB08881
DB00202,Succinylcholine,approved,DB00479;DB01190;DB00531;DB00798;DB01627;DB00955;DB00319;DB00908;DB00468;DB00684
DB00203,Sildenafil,approved,DB00701;DB06216;DB01072;DB00501;DB00537;DB01211;DB00872;DB00199;DB06414;DB00224;DB00883;DB01020;DB01167;DB01026;DB00220;DB00727;DB00976;DB01162;DB00932;DB01080;DB00582
DB00204,Dofetilide,approved,DB06697;DB00436;DB00880;DB00310;DB00501;DB01211;DB00199;DB08868;DB00808;DB01167;DB01026;DB00933;DB00524;DB00243;DB00864;DB00976;DB00679;DB01623;DB00539;DB01021;DB00440;DB00661;DB00582;DB02546;DB00246
DB00205,Pyrimethamine,approved,DB06697;DB06708;DB00675;DB00706;DB00193
DB00206,Reserpine,approved,DB00841;DB00988;DB01364;DB00668;DB01288;DB06704;DB01064;DB01365;DB00610;DB00723;DB00368;DB00816;DB00388;DB00397;DB01291;DB01366;DB00852;DB01001;DB00871;DB04844;DB01030;DB00752;DB00374;DB00427
DB00207,Azithromycin,approved,DB01418;DB06697;DB00091;DB00266;DB00280;DB00227;DB06708;DB08828;DB02546;DB00682;DB00246
DB00208,Ticlopidine,approved,DB00945;DB00009;DB00188;DB00564;DB00395;DB01166;DB00501;DB00215;DB00349;DB01242;DB00091;DB00829;DB00390;DB00651;DB00754;DB01381;DB01109;DB01181;DB00458;DB05246;DB01171;DB00665;DB00738;DB01174;DB00252;DB01100;DB00015;DB01390;DB00086;DB00675;DB00706;DB00031;DB00277;DB00679;DB00697;DB00193;DB00374;DB00682
DB00209,Trospium,approved,DB01063;DB01246;DB00321;DB00543;DB00572;DB00972;DB00245;DB00810;DB00835;DB00748;DB01114;DB00283;DB01242;DB00363;DB01176;DB00924;DB00979;DB00434;DB00496;DB01151;DB00405;DB00804;DB00985;DB01075;DB00843;DB01142;DB00366;DB00470;DB00450;DB00950;DB01148;DB00623;DB00674;DB00986;DB00502;DB00557;DB00424;DB00458;DB00332;DB01247;DB00920;DB00455;DB00408;DB00934;DB00737;DB04843;DB00933;DB00940;DB00462;DB01171;DB01618;DB00486;DB00540;DB00334;DB01173;DB01062;DB00850;DB00780;DB01619;DB01100;DB00761;DB01278;DB00433;DB00387;DB01069;DB00782;DB00344;DB01224;DB00734;DB00989;DB00747;DB00021;DB01591;DB00679;DB01623;DB01409;DB01036;DB00752;DB00831;DB00376;DB00427
DB00210,Adapalene,approved,
DB00211,Midodrine,approved,DB00443;DB01234;DB00841;DB00988;DB01364;DB00668;DB01288;DB00687;DB00741;DB01247;DB01064;DB01365;DB00610;DB00723;DB00368;DB00816;DB01384;DB00780;DB00388;DB00397;DB01291;DB00860;DB00635;DB01366;DB00852;DB01367;DB01001;DB00871;DB00752;DB00620
DB00212,Remikiren,approved,
DB00213,Pantoprazole,approved,DB01072;DB01066;DB00758;DB06695;DB01254;DB00467;DB00224;DB01167;DB01026;DB08864;DB01030
DB00214,Torasemide,approved,DB01143;DB00479;DB01101;DB01432;DB00930;DB00375;DB00705;DB00196;DB00544;DB00712;DB01241;DB00798;DB01050;DB00328;DB01026;DB00784;DB01110;DB00955;DB00622;DB00554;DB00073;DB06268;DB00359;DB00263;DB00684;DB01124;DB00519;DB00374
DB00215,Citalopram,approved,DB01418;DB00918;DB06697;DB01136;DB01211;DB00363;DB00266;DB00216;DB00199;DB06414;DB00998;DB01381;DB01247;DB01321;DB01009;DB00601;DB06708;DB00264;DB01171;DB00952;DB00497;DB00780;DB01100;DB00571;DB01367;DB00953;DB01037;DB01105;DB00669;DB00976;DB01600;DB00208;DB00500;DB00193;DB00752;DB00656;DB00374;DB00427;DB00285;DB00582;DB00682;DB00246;DB00315
DB00216,Eletriptan,approved,DB00215;DB01211;DB00320;DB01253;DB00696;DB00199;DB00472;DB00176;DB01167;DB01026;DB00353;DB00247;DB01149;DB00220;DB00715;DB00503;DB01104;DB00976;DB00193;DB00752;DB00656;DB00285;DB00582;DB00315
DB00217,Bethanidine,approved,
DB00218,Moxifloxacin,approved,DB01418;DB01370;DB01118;DB06697;DB01244;DB01158;DB00266;DB00280;DB00199;DB01592;DB01321;DB06708;DB01377;DB00908;DB00489;DB00364;DB00864;DB01623;DB00697;DB00539;DB00582;DB02546;DB00682;DB01593;DB00246
DB00219,Oxyphenonium,approved,
DB00220,Nelfinavir,approved,DB01048;DB05812;DB01418;DB00404;DB01118;DB00673;DB00637;DB01076;DB01558;DB06772;DB00475;DB01410;DB00604;DB01068;DB00628;DB00091;DB01219;DB00496;DB00829;DB00266;DB00320;DB00216;DB00700;DB00696;DB00530;DB01215;DB01023;DB00813;DB00690;DB02703;DB00801;DB00227;DB00333;DB00683;DB00238;DB01100;DB01588;DB01589;DB00908;DB00243;DB01045;DB06335;DB00203;DB00641;DB01591;DB01268;DB00864;DB00820;DB00675;DB00706;DB05521;DB00976;DB06287;DB00444;DB00906;DB01036;DB01030;DB00193;DB00656;DB00897;DB00862;DB08881;DB00285;DB00661;DB00570;DB00541;DB00361;DB00582;DB00682;DB00425;DB00909;DB01198
DB00221,Isoetarine,approved,DB00494
DB00222,Glimepiride,approved,DB00091;DB01241;DB01026;DB01045;DB00052;DB01124
DB00223,Diflorasone,approved,
DB00224,Indinavir,approved,DB01048;DB05812;DB01418;DB00404;DB01370;DB01118;DB00637;DB01072;DB01076;DB01558;DB06772;DB00564;DB00475;DB00604;DB01211;DB01068;DB00628;DB00091;DB01219;DB00705;DB00829;DB00266;DB00320;DB00625;DB00696;DB00530;DB01215;DB00813;DB00690;DB02703;DB00801;DB01026;DB00448;DB00227;DB08815;DB01377;DB00683;DB00338;DB00213;DB01100;DB01588;DB01589;DB01129;DB00243;DB00615;DB01045;DB00734;DB01232;DB06335;DB00203;DB06207;DB01268;DB00864;DB00820;DB00675;DB00706;DB00976;DB06287;DB00444;DB00906;DB01036;DB00193;DB00656;DB00897;DB00862;DB08881;DB00285;DB00661;DB00570;DB00541;DB00361;DB00126;DB00582;DB00682;DB00425;DB00909;DB01198
DB00225,Gadodiamide,approved,
DB00227,Lovastatin,approved,DB01418;DB00701;DB01072;DB00207;DB01393;DB00559;DB00564;DB01211;DB01394;DB00091;DB01406;DB01264;DB00705;DB00266;DB00343;DB00625;DB00199;DB06414;DB01039;DB00196;DB01241;DB00619;DB00224;DB01167;DB01321;DB01026;DB08827;DB01149;DB00220;DB00238;DB00615;DB01045;DB00503;DB01232;DB05521;DB00976;DB08816;DB00932;DB00661;DB00582;DB00682
DB00228,Enflurane,approved,DB00598;DB05271
DB00229,Cefotiam,approved,
DB00230,Pregabalin,approved,DB00427
DB00231,Temazepam,approved,DB00363;DB00651;DB00277;DB00427
DB00232,Methyclothiazide,approved,DB00390;DB01356;DB00519;DB00374
DB00233,Aminosalicylic Acid,approved,DB00993;DB01033;DB00605;DB01600;DB00352;DB00500;DB00519;DB00374;DB00682
DB00234,Reboxetine,approved,
DB00235,Milrinone,approved,
DB00236,Pipobroman,approved,DB01193;DB00335;DB00195;DB01295;DB00612;DB00521;DB01136;DB00187;DB00598;DB00264;DB01203;DB01580;DB01359;DB00960;DB01297;DB00571;DB00489;DB00373
DB00238,Nevirapine,approved,DB01418;DB01072;DB01076;DB00266;DB06414;DB01026;DB00227;DB00333;DB00220;DB01656;DB01232;DB00641;DB00976;DB06287;DB00932;DB00193;DB00656;DB05294;DB00682
DB00239,Oxiconazole,approved,
DB00240,Alclometasone,approved,
DB00242,Cladribine,approved,DB01097;DB00337;DB01656;DB00864;DB00072
DB00243,Ranolazine,approved,DB01118;DB00701;DB06697;DB01072;DB01128;DB01158;DB01211;DB00257;DB00872;DB00390;DB00343;DB00954;DB00280;DB00204;DB00199;DB00196;DB00308;DB00224;DB01167;DB01026;DB06708;DB00680;DB00220;DB00908;DB00503;DB01232;DB00641;DB00489;DB00864;DB00675;DB00706;DB00976;DB00679;DB01623;DB00932;DB01036;DB01030;DB00539;DB00193;DB00661;DB00582;DB02546;DB00246
DB00244,Mesalazine,approved,DB00993;DB01033;DB00352
DB00245,Benzatropine,approved,DB00843;DB00674;DB00502;DB00989;DB00427;DB00209
DB00246,Ziprasidone,approved,DB00106;DB00915;DB01118;DB00321;DB00543;DB01169;DB06697;DB06216;DB00207;DB01200;DB00564;DB00604;DB00215;DB01211;DB01242;DB01254;DB01151;DB00280;DB00204;DB00757;DB01184;DB00843;DB01142;DB04855;DB00450;DB00199;DB01195;DB00196;DB00472;DB00529;DB00674;DB01044;DB01218;DB00502;DB00308;DB04946;DB00458;DB00808;DB00270;DB01026;DB01235;DB01259;DB01137;DB00408;DB06708;DB00934;DB00358;DB00933;DB00333;DB00218;DB04868;DB01059;DB00540;DB00104;DB06589;DB00738;DB01186;DB01100;DB00413;DB01599;DB01182;DB00344;DB01224;DB00908;DB00468;DB00243;DB00734;DB00268;DB05271;DB00489;DB01208;DB01268;DB00864;DB06402;DB00976;DB04844;DB00679;DB01623;DB00539;DB00427;DB00582;DB02546
DB00247,Methysergide,approved,DB01193;DB00918;DB01612;DB00335;DB00195;DB01295;DB00612;DB00521;DB01136;DB01211;DB00705;DB00625;DB00216;DB01613;DB00199;DB00187;DB00998;DB00883;DB01020;DB01321;DB00598;DB00264;DB01203;DB00952;DB00727;DB01580;DB01359;DB00960;DB01263;DB01297;DB00571;DB00953;DB01105;DB00489;DB00669;DB00976;DB00373;DB00315
DB00248,Cabergoline,approved,DB00199;DB00193;DB00752;DB00656;DB00285;DB00582;DB00315
DB00249,Idoxuridine,approved,
DB00250,Dapsone,approved,DB01370;DB06708;DB01377;DB00615;DB01045;DB00976;DB01124;DB00440;DB00582
DB00251,Terconazole,approved,
DB00252,Phenytoin,approved,DB05812;DB01418;DB00404;DB01118;DB00673;DB06216;DB00732;DB06626;DB00443;DB00290;DB08873;DB06772;DB01101;DB00958;DB00262;DB00446;DB00475;DB01114;DB00501;DB00537;DB00515;DB01211;DB00882;DB00628;DB00363;DB00930;DB00286;DB00091;DB01254;DB00705;DB01234;DB00829;DB01119;DB00266;DB00255;DB00280;DB00822;DB00988;DB01135;DB00254;DB00651;DB00783;DB04573;DB00655;DB06414;DB04953;DB00949;DB01023;DB00196;DB00687;DB00544;DB00472;DB00690;DB00176;DB00996;DB00317;DB00741;DB00619;DB00762;DB00951;DB01167;DB08820;DB01235;DB00555;DB00367;DB01601;DB00643;DB00351;DB00333;DB00563;DB00553;DB01011;DB00379;DB00683;DB00370;DB01226;DB00401;DB00717;DB00338;DB00776;DB01337;DB01384;DB08883;DB00812;DB01263;DB01058;DB00860;DB00635;DB01224;DB00908;DB08896;DB01045;DB08864;DB06201;DB01104;DB00877;DB00364;DB00359;DB00576;DB01268;DB00864;DB00976;DB06287;DB00277;DB04572;DB00208;DB00932;DB00684;DB08895;DB01124;DB06212;DB00273;DB00193;DB00656;DB00755;DB00620;DB00897;DB00440;DB04571;DB00427;DB01199;DB05294;DB01339;DB08881;DB00661;DB01080;DB00570;DB00582;DB00682
DB00253,Medrysone,approved,
DB00254,Doxycycline,approved,DB01418;DB00459;DB01370;DB01351;DB01060;DB00415;DB01352;DB01574;DB01061;DB00355;DB01053;DB00307;DB00258;DB01164;DB00564;DB00578;DB00930;DB00485;DB00266;DB00754;DB00301;DB01354;DB00739;DB01355;DB01592;DB01377;DB00474;DB00563;DB00849;DB01603;DB00948;DB00713;DB00417;DB00312;DB01174;DB00252;DB00319;DB01605;DB00794;DB00615;DB01045;DB00418;DB00306;DB00706;DB01606;DB00599;DB01607;DB01036;DB00755;DB00682;DB01593
DB00255,Diethylstilbestrol,approved,DB01351;DB01352;DB00754;DB00400;DB01354;DB01355;DB00474;DB00849;DB00312;DB01174;DB00252;DB00860;DB00635;DB00794;DB00481;DB00418;DB00306;DB00932;DB01586
DB00256,Lymecycline,approved,
DB00257,Clotrimazole,approved,DB06274;DB01222;DB01394;DB01590;DB00813;DB01218;DB08815;DB00243;DB00864;DB00706;DB01036;DB06212;DB00193;DB00656
DB00258,Calcium Acetate,approved,DB00630;DB01164;DB01212;DB00537;DB00720;DB00618;DB00254;DB06210;DB01196;DB01077;DB01155;DB00710;DB01137;DB00451;DB00279;DB00978;DB01017;DB00779;DB01059;DB01165;DB00884;DB01208;DB00759;DB01133;DB00685
DB00259,Sulfanilamide,approved,
DB00260,Cycloserine,approved,
DB00261,Anagrelide,approved,DB01381;DB00374
DB00262,Carmustine,approved,DB00501;DB00390;DB01097;DB00252;DB00337;DB01656;DB00864;DB00072
DB00263,Sulfisoxazole,approved,DB00672;DB00563;DB00675;DB01124;DB00214;DB00440;DB00582;DB00682;DB00549
DB00264,Metoprolol,approved,DB00672;DB00501;DB00215;DB00575;DB00320;DB00343;DB00280;DB04855;DB00668;DB01253;DB00696;DB01288;DB00472;DB00983;DB01120;DB01067;DB01289;DB01016;DB01382;DB01275;DB01050;DB00328;DB01064;DB00281;DB00247;DB08893;DB00816;DB00715;DB01174;DB00236;DB01291;DB00554;DB00457;DB00794;DB01366;DB01182;DB00912;DB01045;DB01001;DB00938;DB01104;DB00976;DB01162;DB00857;DB00871;DB00839;DB01124;DB00374;DB00661
