DB_id,Drug_name,Approved,DB_interactions
DB00013,Urokinase,approved,DB00001;DB00006;DB00054;DB00102;DB00266;DB00278;DB00498;DB00682;DB00686;DB00946;DB01109;DB01225;DB01418;DB04898;DB06228;DB06271;DB06605;DB06695;DB06754;DB06779;DB08813;DB09255;DB09259;DB11095;DB11312;DB11598;DB00063;DB00208;DB00235;DB00261;DB00751;DB00758;DB00770;DB00775;DB00806;DB00945;DB00972;DB00975;DB01088;DB01166;DB01236;DB01240;DB04743;DB04932;DB05266;DB06209;DB06441;DB08814;DB08954;DB09030;DB09283;DB06692;DB00233;DB00244;DB00861;DB00936;DB01014;DB01250;DB00374
DB00014,Goserelin,approved,DB00204;DB00215;DB00246;DB00261;DB00280;DB00308;DB00468;DB00472;DB00489;DB00539;DB00604;DB00875;DB00908;DB01035;DB01100;DB01118;DB01169;DB01175;DB01184;DB01224;DB01267;DB01601;DB01624;DB04844;DB04855;DB04868;DB04946;DB05294;DB06216;DB06697;DB06708;DB08881;DB09039;DB09083;DB00834;DB00072;DB00007;DB00199;DB00207;DB00218;DB00263;DB00333;DB00363;DB00420;DB00450;DB00477;DB00502;DB00537;DB00608;DB00738;DB00743;DB00757;DB00889;DB00904;DB00976;DB01087;DB01137;DB01155;DB01165;DB01182;DB01195;DB01211;DB01232;DB06402;DB06589;DB06603;DB08865;DB08903;DB09063;DB09078;DB01229;DB01248;DB06772;DB00390;DB00511;DB01078;DB01092;DB01396;DB00112;DB00531;DB00104;DB00107;DB00188;DB00196;DB00220;DB00243;DB00270;DB00285;DB00289;DB00321;DB00334;DB00344;DB00346;DB00358;DB00370;DB00374;DB00398;DB00440;DB00458;DB00503;DB00529;DB00540;DB00543;DB00557;DB00582;DB00622;DB00656;DB00674;DB00675;DB00691;DB00697;DB00710;DB00714;DB00715;DB00726;DB00734;DB00753;DB00808;DB00818;DB00862;DB00871;DB00915;DB00916;DB00927;DB00934;DB00938;DB00949;DB00983;DB01001;DB01015;DB01026;DB01036;DB01059;DB01069;DB01072;DB01075;DB01104;DB01142;DB01151;DB01167;DB01189;DB01233;DB01236;DB01238;DB01242;DB01254;DB01259;DB01263;DB01268;DB01356;DB01403;DB01591;DB01623;DB02546;DB04953;DB05039;DB06663;DB06699;DB06719;DB06788;DB06825;DB08864;DB08868;DB08871;DB08893;DB08912;DB09080;DB09082;DB00046;DB00047;DB00071;DB00222;DB00284;DB00331;DB00412;DB00419;DB00491;DB00672;DB00731;DB00839;DB00912;DB00914;DB01016;DB01067;DB01120;DB01124;DB01132;DB01251;DB01252;DB01261;DB01276;DB01278;DB01306;DB01307;DB01309;DB04876;DB04878;DB06203;DB06271;DB06335;DB06655;DB08882;DB08907;DB09038;DB09045
DB00015,Reteplase,approved,DB06692;DB06695;DB00001;DB00006;DB00054;DB00102;DB00266;DB00278;DB00498;DB00682;DB00686;DB00946;DB01109;DB01225;DB01418;DB04898;DB06228;DB06271;DB06605;DB06754;DB06779;DB08813;DB09255;DB09259;DB11095;DB11312;DB11598;DB00233;DB00244;DB00861;DB00936;DB00945;DB01014;DB01250;DB00063;DB00208;DB00235;DB00261;DB00751;DB00758;DB00770;DB00775;DB00806;DB00972;DB00975;DB01088;DB01166;DB01236;DB01240;DB04743;DB04932;DB05266;DB06209;DB06441;DB08814;DB08954;DB09030;DB09283;DB00374
DB00016,Erythropoietin,approved,DB00480;DB01041
DB00017,Salmon Calcitonin,approved,DB00399;DB01356
DB00019,Pegfilgrastim,approved,DB09208
DB00020,Sargramostim,approved,DB00290;DB00531
DB00021,Secretin,approved,DB00209;DB00219;DB00245;DB00332;DB00376;DB00387;DB00392;DB00424;DB00496;DB00572;DB00657;DB00670;DB00747;DB00782;DB00804;DB00809;DB00810;DB00908;DB00940;DB00967;DB00979;DB00986;DB01036;DB01062;DB01116;DB01173;DB01199;DB01337;DB01338;DB01339;DB01409;DB01591;DB06702;DB09300;DB00340;DB08897;DB09076;DB11181
DB00022,Peginterferon alfa-2b,approved,DB00363;DB01265;DB00041;DB00697;DB09208;DB00651;DB00333;DB00811;DB00495;DB01238;DB00472;DB00176;DB00182;DB00185;DB00193;DB00264;DB00281;DB00285;DB00289;DB00295;DB00318;DB00332;DB00370;DB00373;DB00379;DB00433;DB00454;DB00476;DB00477;DB00496;DB00497;DB00502;DB00503;DB00514;DB00521;DB00575;DB00612;DB00623;DB00656;DB00674;DB00675;DB00699;DB00715;DB00734;DB00757;DB00805;DB00843;DB00850;DB00863;DB00866;DB00904;DB00914;DB00918;DB00934;DB00956;DB00960;DB00983;DB01035;DB01036;DB01069;DB01074;DB01114;DB01136;DB01142;DB01151;DB01195;DB01197;DB01228;DB01233;DB01242;DB01171;DB01466;DB01409;DB01075;DB04840;DB00215;DB00317;DB00321;DB00327;DB00343;DB00356;DB00455;DB00458;DB00468;DB00540;DB00622;DB00705;DB00726;DB00921;DB00933;DB00972;DB01071;DB01104;DB01115;DB01118;DB01149;DB01156;DB01175;DB01182;DB01191;DB01218;DB01403;DB01551;DB00377;DB04861;DB06144;DB06148;DB01624;DB01576;DB00571;DB05271;DB00589;DB01095;DB00619;DB00334;DB00188;DB05109;DB00568;DB04841;DB00997;DB00208;DB00543;DB00608;DB04946;DB01577;DB01621;DB00344;DB00706;DB04844;DB00932;DB04855;DB01424;DB00238;DB00216;DB00425;DB01628;DB00203;DB00316;DB00924;DB03128;DB01426;DB00701;DB00276;DB01429;DB06697;DB00637;DB00245;DB01244;DB00195;DB00835;DB00297;DB00490;DB00201;DB00567;DB00475;DB00531;DB01184;DB00988;DB00590;DB00751;DB00889;DB01159;DB01177;DB00598;DB01235;DB01206;DB01028;DB00422;DB01107;DB00731;DB00184;DB00336;DB00738;DB01435;DB00592;DB00396;DB00818;DB00852;DB01224;DB00409;DB00296;DB01232;DB00641;DB00277;DB00570;DB00361;DB01392;DB00943;DB06701;DB00530;DB01166;DB06589;DB06702;DB06684;DB00836;DB06770;DB04920;DB06204;DB08868;DB04871;DB08893;DB08901;DB06203;DB06292;DB09039;DB09053;DB09076;DB09068;DB06016;DB09128;DB09570;DB09183;DB00261;DB00262;DB00268;DB00286;DB00315;DB00499;DB00544;DB00655;DB00661;DB00682;DB00740;DB00783;DB00829;DB00851;DB00978;DB00980;DB00998;DB01002;DB01012;DB01097;DB01100;DB00969;DB01367;DB00213;DB00586;DB00730;DB00976;DB01418;DB01065;DB01041;DB00564;DB00857;DB00788;DB00338;DB01223;DB06216;DB01623;DB00831;DB01087;DB00758;DB00420;DB00518;DB00673;DB01558;DB00604;DB01407;DB00694;DB00917;DB00696;DB00898;DB00773;DB01544;DB01355;DB00724;DB01283;DB00772;DB00170;DB00526;DB00806;DB01058;DB01131;DB00339;DB00615;DB01037;DB01412;DB00539;DB00384;DB00246;DB01303;DB01254;DB06210;DB00953;DB00461;DB00435;DB08867;DB06605;DB06626;DB08910;DB06769
DB00023,Asparaginase,approved,DB00072;DB01229;DB01248;DB06772;DB00390;DB00511;DB01078;DB01092;DB01396;DB00112;DB00531;DB01234
DB00024,Thyrotropin Alfa,approved,
DB00025,"Antihemophilic factor, human recombinant",approved,
DB00026,Anakinra,approved,DB00073;DB06273;DB00005;DB00051;DB00065;DB06674;DB08904;DB00108;DB00337;DB00864;DB01281;DB06168;DB08895;DB10283;DB01097;DB08868;DB01656;DB10283;DB06643;DB06688;DB00072
DB00027,Gramicidin D,approved,DB06589;DB06207;DB01030;DB00541;DB06616;DB00997;DB09268;DB01590;DB08916;DB01394;DB06695;DB09027;DB09049;DB06480;DB00243;DB00661;DB01232;DB00220;DB00224;DB01045;DB00206;DB01115;DB01234;DB00564;DB00503;DB00390;DB00396;DB00091;DB00501;DB00864;DB01174;DB00683;DB00199;DB00570;DB00675;DB01204;DB00694;DB00908;DB01026;DB00622;DB00863;DB00773;DB01229;DB00457;DB00975;DB00343;DB01211;DB00477;DB00970;DB00468;DB00328;DB00537;DB00316;DB00448;DB00264;DB00678;DB00335;DB01200;DB00836;DB00458;DB00502;DB00321;DB00295;DB00602;DB00741;DB00285;DB00215;DB01137;DB00201;DB00950;DB00571;DB00635;DB00175;DB00619;DB00398;DB01254;DB00317;DB04868;DB00655;DB00829;DB01396;DB01208;DB00959;DB00734;DB01224;DB00334;DB00363;DB01183;DB00515;DB00860;DB01193;DB01050;DB00936;DB00945;DB00575;DB01184;DB00742;DB00443;DB00539;DB00255;DB00882;DB00783;DB01248;DB00563;DB00373;DB01203;DB00523;DB01339;DB04840;DB00441;DB00751;DB04573;DB00286;DB01202;DB00252;DB00585;DB00530;DB00555;DB01261;DB01072;DB01169;DB06772;DB06287;DB01587;DB00977;DB00216;DB06176;DB06228;DB00973;DB06702;DB06212;DB08860;DB08867;DB08874;DB05039;DB00349;DB08882;DB08816;DB08865;DB06605;DB06626;DB08828;DB08889;DB08893;DB08901;DB08906;DB08907;DB08910;DB00480;DB08912;DB05773;DB00495;DB00758;DB00762;DB00709;DB06290;DB08934;DB06292;DB09076;DB09063;DB09078;DB09079;DB09054;DB06603;DB11362;DB06403;DB09296;DB09161;DB01220;DB08870
DB00029,Anistreplase,approved,DB06692;DB06695;DB00001;DB00006;DB00054;DB00102;DB00266;DB00278;DB00498;DB00682;DB00686;DB00946;DB01109;DB01225;DB01418;DB04898;DB06228;DB06271;DB06605;DB06754;DB06779;DB08813;DB09255;DB09259;DB11095;DB11312;DB11598;DB00233;DB00244;DB00861;DB00936;DB00945;DB01014;DB01250;DB00063;DB00208;DB00235;DB00261;DB00751;DB00758;DB00770;DB00775;DB00806;DB00972;DB00975;DB01088;DB01166;DB01236;DB01240;DB04743;DB04932;DB05266;DB06209;DB06441;DB08814;DB08954;DB09030;DB09283;DB00374
DB00030,Insulin Human,approved,DB00046;DB00047;DB00104;DB00222;DB00263;DB00280;DB00359;DB00468;DB00672;DB00731;DB00738;DB00834;DB00839;DB00912;DB01015;DB01016;DB01067;DB01120;DB01124;DB01268;DB01277;DB01306;DB01307;DB01309;DB06663;DB06791;DB00614;DB00752;DB00780;DB00805;DB01037;DB01171;DB01247;DB01367;DB01626;DB09245;DB00218;DB00467;DB00487;DB00537;DB00685;DB00779;DB00817;DB00827;DB00978;DB01044;DB01059;DB01137;DB01155;DB01165;DB01208;DB04576;DB00472;DB00715;DB00215;DB01175;DB01104;DB00176;DB00476;DB01149;DB06700;DB04896;DB00285;DB09194;DB00621;DB00624;DB06412;DB06718;DB01185;DB06710;DB00082;DB00071;DB00284;DB00331;DB00412;DB00419;DB00491;DB00914;DB01132;DB01251;DB01252;DB01261;DB01276;DB01278;DB04876;DB04878;DB06203;DB06271;DB06335;DB06655;DB08882;DB08907;DB09038;DB09045;DB00233;DB00244;DB00861;DB00936;DB00945;DB01014;DB01250
DB00031,Tenecteplase,approved,DB06692;DB06695;DB00001;DB00006;DB00054;DB00102;DB00266;DB00278;DB00498;DB00682;DB00686;DB00946;DB01109;DB01225;DB01418;DB04898;DB06228;DB06271;DB06605;DB06754;DB06779;DB08813;DB09255;DB09259;DB11095;DB11312;DB11598;DB00233;DB00244;DB00861;DB00936;DB00945;DB01014;DB01250;DB00063;DB00208;DB00235;DB00261;DB00751;DB00758;DB00770;DB00775;DB00806;DB00972;DB00975;DB01088;DB01166;DB01236;DB01240;DB04743;DB04932;DB05266;DB06209;DB06441;DB08814;DB08954;DB09030;DB09283;DB00374
DB00032,Menotropins,approved,
DB00034,"Interferon Alfa-2a, Recombinant",approved,DB00041;DB00277;DB00651;DB01223;DB00333;DB00811;DB00495
DB00035,Desmopressin,approved,DB06212;DB00321;DB00344;DB00370;DB00458;DB00540;DB00726;DB00924;DB01142;DB01151;DB01242;DB09167;DB09289;DB00005;DB00179;DB00210;DB00244;DB00328;DB00337;DB00461;DB00465;DB00469;DB00482;DB00500;DB00554;DB00573;DB00586;DB00605;DB00608;DB00712;DB00735;DB00749;DB00768;DB00784;DB00788;DB00795;DB00812;DB00814;DB00861;DB00870;DB00936;DB00939;DB00945;DB00963;DB00972;DB00991;DB01009;DB01014;DB01024;DB01050;DB01097;DB01250;DB01283;DB01399;DB01435;DB01600;DB01628;DB04552;DB04743;DB05676;DB06196;DB06725;DB06736;DB06739;DB06802;DB08439;DB08797;DB08880;DB08976;DB08981;DB08984;DB09215;DB09216;DB09288;DB00193;DB00295;DB00318;DB00327;DB00333;DB00454;DB00497;DB00611;DB00647;DB00652;DB00708;DB00802;DB00813;DB00844;DB00899;DB00921;DB00956;DB01081;DB01209;DB01227;DB01452;DB01466;DB01551;DB06738;DB11130;DB11609;DB06204;DB00472;DB00715;DB00215;DB01175;DB01104;DB00176;DB00476;DB01149;DB06700;DB04896;DB00285;DB09194;DB00564;DB00477;DB00618;DB00555;DB01356
DB00036,Coagulation factor VIIa Recombinant Human,approved,
DB00038,Oprelvekin,approved,DB00072;DB01229;DB01248;DB06772;DB00390;DB00511;DB01078;DB01092;DB01396;DB00112;DB00531
DB00039,Palifermin,approved,DB09258;DB08813;DB09259;DB06822;DB01225;DB09260;DB06779;DB01109
DB00040,Glucagon recombinant,approved,DB00209;DB00219;DB00245;DB00332;DB00376;DB00387;DB00392;DB00424;DB00496;DB00572;DB00657;DB00670;DB00747;DB00782;DB00804;DB00809;DB00810;DB00908;DB00940;DB00967;DB00979;DB00986;DB01036;DB01062;DB01116;DB01173;DB01199;DB01337;DB01338;DB01339;DB01409;DB01591;DB06702;DB09300;DB00340;DB08897;DB09076;DB11181;DB00328;DB00266;DB00498;DB00682;DB00946;DB01418
DB00041,Aldesleukin,approved,DB00363;DB00223;DB00240;DB00253;DB00288;DB00324;DB00394;DB00443;DB00547;DB00620;DB00635;DB00655;DB00663;DB00687;DB00741;DB00838;DB00846;DB00860;DB00896;DB00959;DB01047;DB01130;DB01222;DB01234;DB01380;DB01384;DB01410;DB01708;DB06781;DB08970;DB08971;DB09095;DB00180;DB00764;DB08906;DB09091;DB00591;DB08905;DB00072;DB00034;DB00105;DB00069;DB00008;DB00022;DB01229;DB01248;DB06772;DB00390;DB00511;DB01078;DB01092;DB01396;DB00271;DB01249;DB01362;DB04711;DB08947;DB09134;DB09135;DB09156;DB00112;DB00531;DB00177;DB00178;DB00187;DB00195;DB00206;DB00214;DB00232;DB00264;DB00270;DB00275;DB00310;DB00325;DB00335;DB00343;DB00350;DB00373;DB00381;DB00384;DB00393;DB00401;DB00421;DB00436;DB00457;DB00484;DB00489;DB00492;DB00519;DB00521;DB00524;DB00542;DB00571;DB00575;DB00584;DB00590;DB00594;DB00598;DB00612;DB00622;DB00633;DB00657;DB00661;DB00678;DB00691;DB00695;DB00697;DB00700;DB00703;DB00722;DB00727;DB00742;DB00790;DB00796;DB00808;DB00876;DB00880;DB00881;DB00883;DB00887;DB00903;DB00960;DB00964;DB00966;DB00975;DB00999;DB01018;DB01020;DB01023;DB01029;DB01113;DB01115;DB01136;DB01144;DB01162;DB01193;DB01197;DB01203;DB01210;DB01214;DB01224;DB01275;DB01340;DB01359;DB01612;DB04861;DB04899;DB04920;DB06292;DB08822;DB08907;DB08931;DB08941;DB09026;DB09038;DB09077;DB01143;DB01118;DB00681;DB00714;DB01169;DB09227;DB01244;DB00188;DB01200;DB00297;DB01282;DB00477;DB09232;DB00631;DB01242;DB00872;DB01189;DB01240;DB00800;DB09279;DB01159;DB00774;DB01088;DB00458;DB01247;DB00753;DB09236;DB00528;DB01002;DB00922;DB04948;DB00295;DB09242;DB00486;DB06712;DB01054;DB00435;DB08935;DB01580;DB00780;DB00925;DB00692;DB09286;DB00413;DB00818;DB01367;DB00899;DB00268;DB00296;DB05271;DB09292;DB01037;DB01236;DB09112;DB00086;DB00708;DB00706;DB01041;DB00797;DB00323;DB00752;DB00755;DB00819;DB01238;DB09220;DB00312;DB00418;DB00474;DB00599;DB00794;DB00849;DB01154;DB01174;DB01351;DB01355;DB00476;DB01235;DB00734
DB00042,Botulinum Toxin Type B,approved,DB00083;DB00202;DB00728;DB01135;DB01199;DB01226;DB01336;DB01337;DB01338;DB01339;DB11156;DB00209;DB00219;DB00245;DB00332;DB00376;DB00387;DB00392;DB00424;DB00496;DB00572;DB00657;DB00670;DB00747;DB00782;DB00804;DB00809;DB00810;DB00908;DB00940;DB00967;DB00979;DB00986;DB01036;DB01062;DB01116;DB01173;DB01409;DB01591;DB06702;DB09300;DB00340;DB08897;DB09076;DB11181;DB00428;DB00445;DB00452;DB00479;DB00684;DB00694;DB00798;DB00919;DB00955;DB00994;DB00997;DB01082;DB01172;DB01177;DB01421;DB01578;DB03615;DB06810;DB00385;DB06263;DB06696
DB00043,Omalizumab,approved,DB08879;DB00408;DB10283
DB00044,Lutropin alfa,approved,
