DB_id,Drug_name,Approved,DB_interactions
DB00012,Darbepoetin alfa,approved,DB00480;DB01041
DB00013,Urokinase,approved,DB00054;DB01418;DB00945;DB00770;DB00233;DB00261;DB06605;DB06692;DB00278;DB00972;DB00102;DB00006;DB06441;DB01166;DB00758;DB06695;DB06779;DB04932;DB11095;DB09255;DB00266;DB00861;DB00975;DB01225;DB00751;DB01240;DB01240;DB00063;DB01109;DB05266;DB08954;DB01088;DB01088;DB00001;DB00244;DB00235;DB08813;DB04743;DB00686;DB00806;DB00498;DB00946;DB06209;DB09259;DB06228;DB00936;DB01236;DB06271;DB00208;DB00775;DB09283;DB00374;DB08814;DB09030;DB00682;DB04898
DB00014,Goserelin,approved,DB00284;DB00511;DB00346;DB06203;DB00915;DB01118;DB00321;DB00543;DB00261;DB00714;DB01238;DB01169;DB06697;DB06216;DB01072;DB00289;DB00207;DB08903;DB00112;DB00188;DB06719;DB06772;DB08907;DB09063;DB00608;DB00477;DB00672;DB00537;DB00604;DB00215;DB01211;DB01242;DB00363;DB08865;DB00531;DB08912;DB01254;DB06699;DB01189;DB01151;DB01078;DB01396;DB00390;DB01075;DB00280;DB01248;DB00204;DB00757;DB01184;DB01142;DB04855;DB00450;DB09045;DB09039;DB09038;DB08871;DB00199;DB01175;DB01276;DB04953;DB00927;DB00949;DB08868;DB01195;DB00196;DB00472;DB00875;DB00983;DB00529;DB00743;DB00674;DB01155;DB01120;DB00222;DB01067;DB01251;DB01016;DB00889;DB00502;DB06788;DB00557;DB00710;DB00308;DB04946;DB00458;DB05039;DB00808;DB01306;DB01307;DB00047;DB01309;DB00046;DB00071;DB00753;DB00270;DB01167;DB09083;DB01026;DB01259;DB09078;DB00007;DB01137;DB08882;DB06655;DB01356;DB01601;DB06708;DB00934;DB00358;DB00331;DB00333;DB01403;DB01233;DB00916;DB00834;DB00491;DB00419;DB08893;DB00370;DB01252;DB00691;DB00218;DB00731;DB00220;DB00622;DB04868;DB01059;DB00540;DB00104;DB01165;DB00334;DB09080;DB00904;DB01092;DB00107;DB01229;DB01267;DB06603;DB00715;DB06663;DB06589;DB00738;DB00914;DB01100;DB01132;DB01263;DB01278;DB01087;DB01035;DB00420;DB01069;DB01182;DB00818;DB00344;DB01224;DB00908;DB00468;DB00243;DB00912;DB08864;DB00734;DB00503;DB00412;DB01001;DB00938;DB01232;DB06335;DB01104;DB01236;DB01261;DB01591;DB00398;DB00489;DB01015;DB00263;DB06271;DB01268;DB00675;DB06402;DB00976;DB00871;DB04844;DB00679;DB01623;DB00697;DB00839;DB01124;DB01036;DB00539;DB00072;DB00656;DB00374;DB00440;DB00726;DB06825;DB05294;DB00862;DB08881;DB00285;DB09082;DB04876;DB04878;DB00582;DB02546;DB00246;DB01624
DB00015,Reteplase,approved,DB00054;DB01418;DB00945;DB00770;DB00233;DB00261;DB06605;DB06692;DB00278;DB00972;DB00102;DB00006;DB06441;DB01166;DB00758;DB06695;DB06779;DB04932;DB11095;DB09255;DB00266;DB00861;DB00975;DB01225;DB00751;DB01240;DB01240;DB00063;DB01109;DB05266;DB08954;DB01088;DB01088;DB00001;DB00244;DB00235;DB08813;DB04743;DB00686;DB00806;DB00498;DB00946;DB06209;DB09259;DB06228;DB00936;DB01236;DB06271;DB00208;DB00775;DB09283;DB00374;DB08814;DB09030;DB00682;DB04898
DB00016,Erythropoietin,approved,DB00480;DB01041
DB00017,Salmon Calcitonin,approved,
DB00019,Pegfilgrastim,approved,DB09208
DB00020,Sargramostim,approved,DB00290;DB00531
DB00021,Secretin,approved,DB08897;DB00572;DB00245;DB00810;DB00979;DB00496;DB00967;DB00804;DB00392;DB06702;DB00986;DB00424;DB00332;DB00657;DB00940;DB00340;DB01173;DB01062;DB00219;DB01337;DB01338;DB00670;DB00387;DB00782;DB00908;DB00747;DB09300;DB01591;DB01409;DB01036;DB00376;DB01116;DB00809;DB00209;DB01199;DB09076;DB01339
DB00022,Peginterferon alfa-2b,approved,DB01418;DB00316;DB03128;DB01426;DB00518;DB00918;DB06203;DB00969;DB00866;DB01424;DB01223;DB01118;DB00321;DB00543;DB00182;DB00701;DB00276;DB00261;DB01435;DB06605;DB00673;DB01429;DB01238;DB06697;DB06216;DB00637;DB00289;DB06626;DB00972;DB06769;DB00245;DB06770;DB01244;DB00195;DB00612;DB00188;DB09128;DB01558;DB00835;DB00297;DB00921;DB01156;DB00490;DB00201;DB01197;DB00564;DB06016;DB00262;DB00521;DB01136;DB00567;DB00185;DB00475;DB00608;DB01114;DB00477;DB00356;DB01166;DB01012;DB00568;DB00604;DB00215;DB01407;DB04920;DB01242;DB00575;DB00758;DB00363;DB00318;DB00286;DB00924;DB00531;DB00851;DB06292;DB00496;DB09183;DB01254;DB00694;DB04840;DB00705;DB01151;DB01191;DB06701;DB01576;DB00514;DB00829;DB00586;DB01551;DB00343;DB00917;DB01075;DB00757;DB01184;DB00843;DB00988;DB00590;DB01142;DB00997;DB04855;DB00476;DB00651;DB00216;DB09039;DB06210;DB01228;DB00751;DB00696;DB00530;DB01175;DB00783;DB00655;DB00898;DB01466;DB00773;DB01628;DB06702;DB08868;DB01195;DB04841;DB01544;DB00544;DB00472;DB00623;DB00499;DB01095;DB00176;DB00983;DB00998;DB00674;DB00317;DB00889;DB01218;DB00502;DB01159;DB01355;DB00956;DB00327;DB09053;DB01177;DB04946;DB00619;DB00458;DB00724;DB00332;DB09570;DB00598;DB01097;DB01002;DB01235;DB00281;DB00589;DB00978;DB01206;DB00836;DB00455;DB04871;DB01283;DB00772;DB00934;DB01065;DB00170;DB01071;DB00933;DB00333;DB01577;DB01403;DB01028;DB00422;DB01107;DB01233;DB00264;DB00379;DB06148;DB00805;DB08893;DB00370;DB01171;DB00295;DB00461;DB00788;DB00731;DB04861;DB01149;DB00238;DB00622;DB00699;DB00184;DB01115;DB00435;DB00336;DB00540;DB00334;DB00338;DB00904;DB00526;DB01303;DB00497;DB00377;DB00213;DB00715;DB06589;DB09208;DB00738;DB00806;DB01074;DB00850;DB00454;DB00914;DB01100;DB00960;DB00592;DB01621;DB08910;DB08901;DB01058;DB01087;DB01035;DB00433;DB00396;DB01131;DB00420;DB01069;DB01182;DB00818;DB00571;DB00344;DB00852;DB00339;DB01224;DB00468;DB00980;DB00863;DB01367;DB00409;DB00615;DB00740;DB00734;DB00503;DB00953;DB00268;DB00296;DB05271;DB01232;DB01037;DB06144;DB01104;DB00203;DB00641;DB00675;DB00706;DB06204;DB01265;DB00976;DB00857;DB04844;DB01041;DB01412;DB00277;DB00730;DB00679;DB01623;DB00208;DB00373;DB01409;DB00932;DB00697;DB01036;DB00539;DB05109;DB00193;DB00656;DB00384;DB00831;DB00726;DB08867;DB09076;DB00285;DB00661;DB06684;DB00570;DB00361;DB09068;DB00682;DB01392;DB00943;DB00495;DB00246;DB00315;DB00425;DB01624
DB00023,Asparaginase,approved,DB00511;DB00112;DB06772;DB00531;DB01078;DB01234;DB01396;DB00390;DB01248;DB01092;DB01229;DB00072
DB00024,Thyrotropin Alfa,approved,
DB00026,Anakinra,approved,DB01281;DB00051;DB06168;DB08904;DB06643;DB00005;DB08868;DB06674;DB00065;DB01097;DB00108;DB00337;DB01656;DB06688;DB00864;DB08895;DB00072
DB00027,Gramicidin D,approved,DB01193;DB00316;DB00945;DB08916;DB00523;DB06403;DB00321;DB06605;DB01169;DB01072;DB00335;DB06626;DB00443;DB08873;DB06616;DB08870;DB01200;DB06772;DB00201;DB08907;DB00564;DB08889;DB09063;DB00477;DB00501;DB00537;DB00515;DB00215;DB01211;DB00349;DB00882;DB00575;DB00758;DB00363;DB01394;DB00286;DB08865;DB00091;DB06695;DB08912;DB00970;DB06292;DB01254;DB00694;DB04840;DB01234;DB00829;DB00255;DB01396;DB00390;DB00343;DB00975;DB01248;DB01184;DB00997;DB00216;DB00751;DB00530;DB00199;DB00783;DB04573;DB00655;DB00977;DB00773;DB01590;DB00973;DB06702;DB00950;DB08874;DB08906;DB00317;DB00441;DB00502;DB00741;DB01050;DB09054;DB00619;DB00458;DB05039;DB00224;DB00328;DB00762;DB00602;DB01587;DB01026;DB00709;DB00555;DB00448;DB09027;DB00480;DB09078;DB01202;DB01137;DB08882;DB00836;DB00678;DB00742;DB00563;DB00959;DB00264;DB00683;DB08893;DB01204;DB00295;DB01203;DB09049;DB01183;DB00220;DB00622;DB01115;DB04868;DB09079;DB00585;DB00334;DB09296;DB01229;DB06603;DB06589;DB01174;DB00252;DB09268;DB08860;DB08910;DB08901;DB00175;DB00457;DB00860;DB00635;DB00396;DB00571;DB06480;DB01224;DB00908;DB00468;DB00863;DB00243;DB00206;DB01045;DB01220;DB00734;DB00503;DB06228;DB06176;DB00936;DB01232;DB11362;DB06207;DB06290;DB01261;DB08934;DB00398;DB01208;DB00864;DB00675;DB09161;DB05521;DB06287;DB08816;DB00373;DB06212;DB01030;DB00539;DB05773;DB08867;DB09076;DB01339;DB00285;DB00661;DB00570;DB00541;DB08828;DB00495
DB00029,Anistreplase,approved,DB00054;DB01418;DB00945;DB00770;DB00233;DB00261;DB06605;DB06692;DB00278;DB00972;DB00102;DB00006;DB06441;DB01166;DB00758;DB06695;DB06779;DB04932;DB11095;DB09255;DB00266;DB00861;DB00975;DB01225;DB00751;DB01240;DB01240;DB00063;DB01109;DB05266;DB08954;DB01088;DB01088;DB00001;DB00244;DB00235;DB08813;DB04743;DB00686;DB00806;DB00498;DB00946;DB06209;DB09259;DB06228;DB00936;DB01236;DB06271;DB00208;DB00775;DB09283;DB00374;DB08814;DB09030;DB00682;DB04898
DB00031,Tenecteplase,approved,DB00054;DB01418;DB00945;DB00770;DB00233;DB00261;DB06605;DB06692;DB00278;DB00972;DB00102;DB00006;DB06441;DB01166;DB00758;DB06695;DB06779;DB04932;DB11095;DB09255;DB00266;DB00861;DB00975;DB01225;DB00751;DB01240;DB01240;DB00063;DB01109;DB05266;DB08954;DB01088;DB01088;DB00001;DB00244;DB00235;DB08813;DB04743;DB00686;DB00806;DB00498;DB00946;DB06209;DB09259;DB06228;DB00936;DB01236;DB06271;DB00208;DB00775;DB09283;DB00374;DB08814;DB09030;DB00682;DB04898
DB00034,"Interferon Alfa-2a, Recombinant",approved,DB01223;DB00651;DB00277;DB00495
DB00035,Desmopressin,approved,DB00945;DB00210;DB00802;DB00321;DB00543;DB01435;DB05676;DB00972;DB01014;DB00963;DB00921;DB00611;DB00564;DB00482;DB00608;DB00477;DB00215;DB01242;DB00318;DB00924;DB00618;DB01151;DB00647;DB01209;DB00586;DB00861;DB01551;DB01081;DB09167;DB01142;DB09215;DB01175;DB00005;DB01466;DB00749;DB08984;DB09194;DB01628;DB08981;DB00573;DB00813;DB08976;DB00472;DB00712;DB00176;DB01452;DB00956;DB00327;DB01050;DB06196;DB00458;DB00328;DB06738;DB01009;DB00465;DB00555;DB01097;DB01227;DB01356;DB06725;DB01283;DB00179;DB00939;DB00784;DB00814;DB00244;DB00333;DB04896;DB00370;DB00295;DB01024;DB00461;DB00735;DB00844;DB00788;DB06802;DB04552;DB04743;DB11609;DB00540;DB00334;DB00768;DB01250;DB00991;DB00497;DB08439;DB00715;DB00652;DB00454;DB00812;DB00337;DB00554;DB09288;DB00344;DB00899;DB08797;DB00936;DB01399;DB01104;DB00708;DB00795;DB00605;DB00870;DB06204;DB00469;DB08880;DB09289;DB01600;DB09216;DB00500;DB06212;DB00193;DB00656;DB00726;DB06684;DB09068
DB00036,Coagulation factor VIIa Recombinant Human,approved,
DB00038,Oprelvekin,approved,DB00511;DB00112;DB06772;DB00531;DB01078;DB01396;DB00390;DB01248;DB01092;DB01229;DB00072
DB00039,Palifermin,approved,DB09258;DB06779;DB01225;DB01109;DB08813;DB09260;DB09259;DB06822
DB00040,Glucagon recombinant,approved,DB01418;DB08897;DB00572;DB00245;DB00810;DB00979;DB00496;DB00967;DB00266;DB00804;DB00392;DB06702;DB00986;DB00424;DB00328;DB00332;DB00657;DB00940;DB00340;DB01173;DB01062;DB00219;DB01337;DB00498;DB00946;DB01338;DB00670;DB00387;DB00782;DB00908;DB00747;DB09300;DB01591;DB01409;DB01036;DB00376;DB01116;DB00809;DB00209;DB01199;DB09076;DB01339;DB00682
DB00041,Aldesleukin,approved,DB01193;DB00819;DB00511;DB00240;DB09026;DB00288;DB00594;DB00381;DB01351;DB01612;DB00964;DB01238;DB00335;DB08822;DB00394;DB00542;DB00436;DB00443;DB00195;DB00112;DB00612;DB00484;DB01222;DB00887;DB06772;DB08907;DB00796;DB01197;DB00521;DB01136;DB00880;DB00310;DB01410;DB01340;DB04920;DB00838;DB00575;DB00363;DB01380;DB00531;DB06292;DB01078;DB00547;DB01234;DB00633;DB00271;DB01144;DB00223;DB09095;DB06781;DB01396;DB00390;DB00343;DB09077;DB00975;DB01248;DB00590;DB00476;DB09038;DB00584;DB00700;DB00876;DB00187;DB00655;DB00903;DB01023;DB00687;DB00663;DB00180;DB00591;DB01047;DB08971;DB00324;DB08970;DB00846;DB08906;DB00588;DB00492;DB00695;DB01018;DB01355;DB01275;DB00999;DB00741;DB00808;DB04711;DB01249;DB01362;DB08947;DB09156;DB09134;DB09135;DB01029;DB00883;DB01020;DB08941;DB00270;DB00598;DB01210;DB01235;DB00722;DB00678;DB00742;DB00657;DB00253;DB00703;DB00474;DB00232;DB00849;DB00959;DB01214;DB00524;DB00264;DB00350;DB00691;DB00764;DB01203;DB04861;DB04899;DB00622;DB09220;DB01115;DB00393;DB09079;DB00401;DB00727;DB00325;DB00275;DB01092;DB01229;DB01113;DB01384;DB01359;DB00312;DB00790;DB01174;DB00960;DB00457;DB01130;DB00860;DB00635;DB00794;DB00571;DB01224;DB00881;DB00178;DB00206;DB00896;DB08931;DB00734;DB00418;DB00489;DB00421;DB00966;DB01162;DB00599;DB00373;DB09091;DB00697;DB00214;DB00519;DB00072;DB00620;DB00384;DB00177;DB00661
DB00043,Omalizumab,approved,DB08879
DB00044,Lutropin alfa,approved,
DB00046,Insulin Lispro,approved,DB00284;DB00945;DB06203;DB00233;DB00543;DB01238;DB01169;DB09009;DB06216;DB01072;DB00436;DB00443;DB09128;DB00887;DB06719;DB08907;DB09063;DB00880;DB00672;DB00310;DB00215;DB01242;DB00363;DB01285;DB01380;DB04839;DB08912;DB01406;DB01264;DB00304;DB01234;DB01119;DB09123;DB00861;DB00280;DB01395;DB09045;DB09038;DB00668;DB01175;DB00783;DB00903;DB00977;DB00823;DB00294;DB09194;DB01590;DB01276;DB00687;DB00472;DB01185;DB00176;DB01319;DB00614;DB00695;DB01120;DB00222;DB01067;DB01251;DB01016;DB00014;DB06788;DB00999;DB00741;DB00774;DB06789;DB04946;DB00808;DB00224;DB01306;DB01307;DB00047;DB01309;DB00071;DB01247;DB06791;DB06791;DB00007;DB00367;DB08882;DB00166;DB06655;DB01601;DB08815;DB01277;DB00603;DB00351;DB00244;DB00331;DB01403;DB00232;DB00959;DB06710;DB00524;DB00834;DB00491;DB00419;DB04896;DB00805;DB01252;DB01171;DB00731;DB00220;DB00627;DB04868;DB00717;DB00957;DB00104;DB00104;DB00334;DB00621;DB06412;DB01267;DB01626;DB00715;DB06663;DB06663;DB00082;DB00738;DB00738;DB00780;DB00914;DB01132;DB00592;DB01621;DB01324;DB01278;DB00860;DB00635;DB00396;DB01224;DB01325;DB00468;DB01367;DB00912;DB00734;DB00503;DB00412;DB00936;DB01232;DB06335;DB01037;DB01104;DB00877;DB01261;DB06718;DB00359;DB01015;DB00263;DB06271;DB01268;DB00864;DB06287;DB00624;DB00932;DB00839;DB01124;DB09245;DB00214;DB00752;DB00656;DB00620;DB01021;DB06825;DB06684;DB04876;DB04878;DB02546;DB09068;DB00246
DB00047,Insulin Glargine,approved,DB00284;DB00945;DB06203;DB00233;DB00543;DB01238;DB01169;DB09009;DB06216;DB01072;DB00436;DB00443;DB09128;DB00887;DB06719;DB08907;DB09063;DB00880;DB00672;DB00310;DB00215;DB01242;DB00363;DB01285;DB01380;DB04839;DB08912;DB01406;DB01264;DB00304;DB01234;DB01119;DB09123;DB00861;DB00280;DB01395;DB09045;DB09038;DB00668;DB01175;DB00783;DB00903;DB00977;DB00823;DB00294;DB09194;DB01590;DB01276;DB00687;DB00472;DB01185;DB00176;DB01319;DB00614;DB00695;DB01120;DB00222;DB01067;DB01251;DB01016;DB00014;DB06788;DB00999;DB00741;DB00774;DB06789;DB04946;DB00808;DB00224;DB01306;DB01307;DB01309;DB00046;DB00071;DB01247;DB06791;DB06791;DB00007;DB00367;DB08882;DB00166;DB06655;DB01601;DB08815;DB01277;DB00603;DB00351;DB00244;DB00331;DB01403;DB00232;DB00959;DB06710;DB00524;DB00834;DB00491;DB00419;DB04896;DB00805;DB01252;DB01171;DB00731;DB00220;DB00627;DB04868;DB00717;DB00957;DB00104;DB00104;DB00334;DB00621;DB06412;DB01267;DB01626;DB00715;DB06663;DB06663;DB00082;DB00738;DB00738;DB00780;DB00914;DB01132;DB00592;DB01621;DB01324;DB01278;DB00860;DB00635;DB00396;DB01224;DB01325;DB00468;DB01367;DB00912;DB00734;DB00503;DB00412;DB00936;DB01232;DB06335;DB01037;DB01104;DB00877;DB01261;DB06718;DB00359;DB01015;DB00263;DB06271;DB01268;DB00864;DB06287;DB00624;DB00932;DB00839;DB01124;DB09245;DB00214;DB00752;DB00656;DB00620;DB01021;DB06825;DB06684;DB04876;DB04878;DB02546;DB09068;DB00246
DB00048,Collagenase clostridium histolyticum,approved,
DB00049,Rasburicase,approved,
DB00050,Cetrorelix,approved,
DB00051,Adalimumab,approved,DB01281;DB01223;DB00026;DB08879;DB06168;DB08904;DB00091;DB06643;DB00651;DB08868;DB00065;DB01097;DB00108;DB00337;DB06372;DB01656;DB06688;DB00864;DB00277;DB06273;DB08895;DB00072;DB09033;DB00682
DB00052,Somatropin recombinant,approved,DB06401;DB00286;DB01380;DB00890;DB00255;DB00783;DB04573;DB00655;DB00977;DB00635;DB09070
DB00053,Imiglucerase,approved,
