DB_id,Drug_name,Approved,DB_interactions
DB00011,Interferon alfa-n1,approved,DB00277;DB00651;DB01223;DB00495
DB00012,Darbepoetin alfa,approved,DB00480;DB01041
DB00013,Urokinase,approved,DB06692;DB06695;DB00936;DB00233;DB00244;DB00861;DB01014;DB01250;DB00374;DB00001;DB00006;DB00054;DB00102;DB00266;DB00278;DB00498;DB00682;DB00686;DB00946;DB01109;DB01225;DB01418;DB04272;DB04898;DB05099;DB06154;DB06228;DB06271;DB06605;DB06754;DB06779;DB08813;DB09255;DB09259;DB11095;DB11312;DB11598;DB11728;DB13136;DB00063;DB00208;DB00775;DB00975;DB00758;DB00945;DB06209;DB09030;DB00235;DB00261;DB00751;DB00770;DB00806;DB00972;DB01088;DB01166;DB01236;DB01240;DB04743;DB04932;DB05266;DB06441;DB08814;DB08954;DB09283;DB08816
DB00014,Goserelin,approved,DB00072;DB00007;DB00199;DB00207;DB00218;DB00263;DB00333;DB00363;DB00420;DB00450;DB00477;DB00502;DB00537;DB00608;DB00738;DB00743;DB00757;DB00889;DB00904;DB00976;DB01087;DB01137;DB01155;DB01165;DB01182;DB01195;DB01211;DB01232;DB06402;DB06589;DB06603;DB08865;DB08903;DB09063;DB09078;DB09103;DB09083;DB01229;DB01248;DB06772;DB00390;DB00511;DB01078;DB01092;DB01396;DB00076;DB00112;DB00531;DB00104;DB00107;DB00188;DB00196;DB00220;DB00243;DB00270;DB00285;DB00289;DB00321;DB00334;DB00344;DB00346;DB00358;DB00370;DB00374;DB00398;DB00440;DB00458;DB00503;DB00529;DB00540;DB00543;DB00557;DB00582;DB00622;DB00656;DB00674;DB00675;DB00691;DB00697;DB00710;DB00714;DB00715;DB00726;DB00734;DB00753;DB00808;DB00818;DB00862;DB00871;DB00915;DB00916;DB00927;DB00934;DB00938;DB00949;DB00983;DB01001;DB01015;DB01026;DB01036;DB01059;DB01069;DB01072;DB01075;DB01104;DB01142;DB01151;DB01167;DB01189;DB01233;DB01236;DB01238;DB01242;DB01254;DB01259;DB01263;DB01268;DB01356;DB01403;DB01591;DB01623;DB02546;DB04953;DB05039;DB06663;DB06699;DB06719;DB06788;DB06825;DB08864;DB08868;DB08871;DB08893;DB08912;DB09080;DB09082;DB00030;DB00046;DB00047;DB00071;DB00222;DB00284;DB00331;DB00412;DB00414;DB00419;DB00491;DB00672;DB00731;DB00839;DB00912;DB00914;DB01016;DB01067;DB01120;DB01124;DB01132;DB01251;DB01252;DB01261;DB01276;DB01278;DB01306;DB01307;DB01309;DB04876;DB04878;DB06203;DB06271;DB06335;DB06655;DB08882;DB08907;DB09038;DB09045;DB00204;DB00215;DB00246;DB00261;DB00280;DB00308;DB00468;DB00472;DB00489;DB00539;DB00604;DB00679;DB00834;DB00875;DB00908;DB01035;DB01100;DB01118;DB01169;DB01175;DB01184;DB01224;DB01267;DB01601;DB01624;DB04844;DB04855;DB04868;DB04946;DB05294;DB06216;DB06697;DB06708;DB08881;DB09039;DB00089
DB00015,Reteplase,approved,DB06692;DB06695;DB00001;DB00006;DB00054;DB00102;DB00266;DB00278;DB00498;DB00682;DB00686;DB00946;DB01109;DB01225;DB01418;DB04272;DB04898;DB05099;DB06154;DB06228;DB06271;DB06605;DB06754;DB06779;DB08813;DB09255;DB09259;DB11095;DB11312;DB11598;DB11728;DB13136;DB00936;DB00945;DB00233;DB00244;DB00861;DB01014;DB01250;DB00063;DB00208;DB00775;DB00975;DB00758;DB06209;DB09030;DB00235;DB00261;DB00751;DB00770;DB00806;DB00972;DB01088;DB01166;DB01236;DB01240;DB04743;DB04932;DB05266;DB06441;DB08814;DB08954;DB09283;DB08816;DB00374
DB00016,Erythropoietin,approved,DB00480;DB01041
DB00017,Salmon Calcitonin,approved,DB00399;DB01356
DB00019,Pegfilgrastim,approved,DB09208
DB00020,Sargramostim,approved,DB00290;DB00531
DB00021,Secretin,approved,DB00245;DB00332;DB00376;DB00387;DB00392;DB00572;DB00747;DB00809;DB00810;DB00979;DB01409;DB00782;DB00804;DB08897;DB00986;DB09076;DB00209;DB00219;DB00424;DB00496;DB00657;DB00670;DB00908;DB00940;DB00967;DB01036;DB01062;DB01116;DB01173;DB01199;DB01337;DB01338;DB01339;DB01591;DB06702;DB09300;DB12278;DB13295;DB00340;DB11181
DB00022,Peginterferon alfa-2b,approved,DB00041;DB00697;DB09208;DB00651;DB00333;DB00811;DB00495;DB00472;DB00176;DB00182;DB00185;DB00193;DB00281;DB00285;DB00289;DB00295;DB00318;DB00332;DB00370;DB00373;DB00379;DB00433;DB00454;DB00476;DB00477;DB00496;DB00497;DB00502;DB00503;DB00514;DB00521;DB00575;DB00612;DB00623;DB00656;DB00674;DB00675;DB00699;DB00715;DB00734;DB00757;DB00805;DB00843;DB00850;DB00863;DB00866;DB00904;DB00914;DB00918;DB00934;DB00956;DB00960;DB00983;DB01035;DB01036;DB01069;DB01074;DB01114;DB01136;DB01142;DB01151;DB01195;DB01197;DB01228;DB01233;DB01242;DB01171;DB01466;DB01409;DB01075;DB04840;DB00215;DB00317;DB00321;DB00327;DB00342;DB00343;DB00356;DB00363;DB00455;DB00458;DB00468;DB00540;DB00622;DB00705;DB00726;DB00921;DB00933;DB00972;DB01071;DB01104;DB01115;DB01118;DB01149;DB01156;DB01175;DB01182;DB01191;DB01218;DB01238;DB01403;DB01551;DB00377;DB04861;DB06144;DB06148;DB01624;DB01576;DB00571;DB05271;DB00589;DB01095;DB00619;DB00334;DB00188;DB05109;DB00568;DB04841;DB00997;DB00208;DB00543;DB00608;DB04946;DB01577;DB01621;DB00344;DB00706;DB04844;DB00932;DB04855;DB01424;DB00238;DB00216;DB00425;DB01628;DB00203;DB00316;DB00924;DB03128;DB01426;DB00701;DB00276;DB01429;DB06697;DB00637;DB00245;DB01244;DB00195;DB00835;DB00297;DB00490;DB00201;DB00567;DB00475;DB00531;DB01184;DB00988;DB00590;DB00751;DB00889;DB01159;DB01177;DB00598;DB01235;DB01206;DB01028;DB00422;DB01107;DB00731;DB00184;DB00336;DB00738;DB01435;DB00592;DB00396;DB00818;DB00852;DB01224;DB00409;DB00296;DB01232;DB00641;DB01079;DB00277;DB00570;DB00361;DB01392;DB00943;DB06701;DB00530;DB01166;DB06589;DB06702;DB06684;DB00836;DB06770;DB04920;DB06204;DB08868;DB04871;DB08893;DB08901;DB06203;DB06292;DB09039;DB09053;DB09076;DB09068;DB06016;DB09128;DB09570;DB09183;DB06217;DB11614;DB11130;DB00261;DB00262;DB00268;DB00286;DB00315;DB00365;DB00499;DB00544;DB00655;DB00661;DB00682;DB00740;DB00783;DB00829;DB00851;DB00978;DB00980;DB00998;DB01002;DB01012;DB01097;DB01100;DB00969;DB01367;DB00213;DB00533;DB00586;DB00730;DB00976;DB01418;DB01065;DB01041;DB00564;DB00857;DB00788;DB00338;DB01223;DB06216;DB01623;DB00831;DB01087;DB00758;DB00420;DB00518;DB00673;DB01558;DB00604;DB01407;DB00694;DB00917;DB00696;DB00898;DB00773;DB01544;DB01355;DB00724;DB01283;DB00772;DB00170;DB00526;DB00806;DB01058;DB01131;DB00339;DB00615;DB01037;DB01412;DB06264;DB00539;DB00384;DB00246;DB01303;DB01254;DB06210;DB00953;DB00461;DB00435;DB08867;DB06605;DB06626;DB08910;DB06769;DB09118;DB09225;DB04817;DB01265;DB11642;DB00264;DB00679
DB00023,Asparaginase Escherichia coli,approved,DB00072;DB09103;DB01229;DB01248;DB06772;DB00390;DB00511;DB01078;DB01092;DB01396;DB00076;DB00112;DB00531;DB01234
DB00024,Thyrotropin Alfa,approved,
DB00025,"Antihemophilic factor, human recombinant",approved,
DB00026,Anakinra,approved,DB01097;DB08868;DB01656;DB10805;DB10583;DB10276;DB10283;DB10317;DB06643;DB06688;DB00072;DB04951;DB00005;DB00051;DB06674;DB08904;DB00108;DB00065;DB00337;DB00864;DB01281;DB06168;DB08895;DB10283;DB00073;DB06273
DB00027,Gramicidin D,approved,DB00997;DB09268;DB01590;DB08916;DB01394;DB06695;DB09027;DB09049;DB06480;DB00243;DB01220;DB00541;DB08870;DB06589;DB06207;DB01030;DB06616
DB00029,Anistreplase,approved,DB06692;DB06695;DB00001;DB00006;DB00054;DB00102;DB00266;DB00278;DB00498;DB00682;DB00686;DB00946;DB01109;DB01225;DB01418;DB04272;DB04898;DB05099;DB06154;DB06228;DB06271;DB06605;DB06754;DB06779;DB08813;DB09255;DB09259;DB11095;DB11312;DB11598;DB11728;DB13136;DB00936;DB00945;DB00233;DB00244;DB00861;DB01014;DB01250;DB00063;DB00208;DB00775;DB00975;DB00758;DB06209;DB09030;DB00235;DB00261;DB00751;DB00770;DB00806;DB00972;DB01088;DB01166;DB01236;DB01240;DB04743;DB04932;DB05266;DB06441;DB08814;DB08954;DB09283;DB08816;DB00374
DB00030,Insulin Human,approved,DB00230;DB01261;DB04876;DB06203;DB06335;DB01076;DB08882;DB01276;DB09043;DB09045;DB08907;DB09038;DB09124;DB06655;DB01132;DB01278;DB00166;DB00046;DB00047;DB00104;DB00222;DB00263;DB00280;DB00359;DB00468;DB00672;DB00731;DB00738;DB00834;DB00839;DB00912;DB01015;DB01016;DB01067;DB01120;DB01124;DB01268;DB01277;DB01306;DB01307;DB01309;DB06663;DB06791;DB00752;DB00780;DB01037;DB01171;DB01247;DB01367;DB01626;DB00805;DB09245;DB09241;DB00614;DB00182;DB01168;DB09270;DB00187;DB00195;DB00264;DB00335;DB00373;DB00521;DB00571;DB00598;DB00612;DB00960;DB01136;DB01193;DB01203;DB00489;DB04861;DB00866;DB01295;DB01297;DB01359;DB01580;DB04846;DB08807;DB08808;DB00365;DB00467;DB00487;DB00685;DB00779;DB00817;DB00827;DB01044;DB01059;DB01137;DB01155;DB01208;DB04576;DB00476;DB01149;DB06700;DB04896;DB00285;DB00176;DB00215;DB00472;DB00715;DB01104;DB01175;DB00232;DB00880;DB00999;DB00310;DB00436;DB00524;DB00774;DB00808;DB01021;DB01324;DB01325;DB00007;DB00014;DB00214;DB00220;DB00224;DB00246;DB00294;DB00304;DB00334;DB00351;DB00363;DB00367;DB00396;DB00443;DB00503;DB00592;DB00603;DB00620;DB00627;DB00635;DB00668;DB00687;DB00695;DB00717;DB00734;DB00741;DB00783;DB00860;DB00864;DB00877;DB00887;DB00903;DB00932;DB00957;DB00959;DB00977;DB01072;DB01119;DB01169;DB01224;DB01232;DB01234;DB01238;DB01264;DB01267;DB01285;DB01319;DB01380;DB01395;DB01403;DB01406;DB01590;DB01601;DB01621;DB02546;DB04839;DB04868;DB04946;DB06216;DB06287;DB06719;DB06788;DB06789;DB06825;DB08815;DB08912;DB09009;DB09063;DB09123;DB09128;DB00624;DB01185;DB00621;DB06412;DB06718;DB06710;DB00082;DB00071;DB00284;DB00331;DB00412;DB00414;DB00419;DB00491;DB00914;DB01251;DB01252;DB04878;DB06271;DB00936;DB00945;DB00233;DB00244;DB00861;DB01014;DB01250;DB00412
DB00031,Tenecteplase,approved,DB06692;DB06695;DB00001;DB00006;DB00054;DB00102;DB00266;DB00278;DB00498;DB00682;DB00686;DB00946;DB01109;DB01225;DB01418;DB04272;DB04898;DB05099;DB06154;DB06228;DB06271;DB06605;DB06754;DB06779;DB08813;DB09255;DB09259;DB11095;DB11312;DB11598;DB11728;DB13136;DB00936;DB00945;DB00233;DB00244;DB00861;DB01014;DB01250;DB00063;DB00208;DB00775;DB00975;DB00758;DB06209;DB09030;DB00235;DB00261;DB00751;DB00770;DB00806;DB00972;DB01088;DB01166;DB01236;DB01240;DB04743;DB04932;DB05266;DB06441;DB08814;DB08954;DB09283;DB08816;DB00374
DB00032,Menotropins,approved,
DB00034,"Interferon Alfa-2a, Recombinant",approved,DB00041;DB00277;DB00651;DB01223;DB00333;DB00811;DB00495
DB00035,Desmopressin,approved,DB00321;DB00344;DB00458;DB00540;DB00726;DB01142;DB01151;DB01242;DB00370;DB00924;DB09167;DB09289;DB00543;DB00465;DB00586;DB00712;DB00963;DB06802;DB00005;DB00179;DB00210;DB00244;DB00328;DB00337;DB00461;DB00469;DB00482;DB00500;DB00533;DB00554;DB00573;DB00580;DB00605;DB00608;DB00735;DB00749;DB00768;DB00784;DB00788;DB00795;DB00812;DB00814;DB00861;DB00870;DB00936;DB00939;DB00945;DB00972;DB00991;DB01009;DB01014;DB01024;DB01050;DB01097;DB01250;DB01283;DB01399;DB01435;DB01600;DB01628;DB03585;DB04552;DB04743;DB04817;DB04951;DB05676;DB06196;DB06725;DB06736;DB06739;DB08439;DB08797;DB08880;DB08976;DB08981;DB08984;DB09216;DB09288;DB13167;DB13346;DB13783;DB09084;DB00193;DB00295;DB00327;DB00333;DB00454;DB00497;DB00611;DB00647;DB00652;DB00813;DB00844;DB00921;DB01209;DB01551;DB06738;DB12492;DB00318;DB00708;DB00802;DB00899;DB00956;DB01081;DB01227;DB01452;DB01466;DB11130;DB11609;DB06204;DB00476;DB01149;DB06700;DB04896;DB00285;DB00176;DB00215;DB00472;DB00715;DB01104;DB01175;DB00564;DB00477;DB00618;DB00555;DB01356;DB06212
DB00036,Coagulation factor VIIa Recombinant Human,approved,
DB00038,Oprelvekin,approved,DB00072;DB09103;DB01229;DB01248;DB06772;DB00390;DB00511;DB01078;DB01092;DB01396;DB00076;DB00112;DB00531
DB00039,Palifermin,approved,DB09258;DB08813;DB09259;DB06822;DB01225;DB09260;DB06779;DB01109
DB00040,Glucagon recombinant,approved,DB00328;DB00682;DB00266;DB00498;DB00946;DB01418;DB13136;DB00245;DB00332;DB00376;DB00387;DB00392;DB00572;DB00747;DB00809;DB00810;DB00979;DB01409;DB00782;DB00804;DB08897;DB00986;DB00209;DB00219;DB00424;DB00496;DB00657;DB00670;DB00908;DB00940;DB00967;DB01036;DB01062;DB01116;DB01173;DB01199;DB01337;DB01338;DB01339;DB01591;DB06702;DB09300;DB12278;DB13295;DB00340;DB11181;DB11315;DB09076
DB00041,Aldesleukin,approved,DB00072;DB09103;DB09236;DB00034;DB00105;DB00069;DB00008;DB00022;DB01229;DB01248;DB06772;DB00390;DB00511;DB01078;DB01092;DB01396;DB00076;DB00271;DB01249;DB01362;DB04711;DB08947;DB09134;DB09135;DB09156;DB00112;DB00531;DB01143;DB01118;DB00681;DB00714;DB01169;DB09227;DB01244;DB00188;DB01200;DB00297;DB01282;DB00477;DB09232;DB00631;DB01242;DB00872;DB01189;DB01240;DB00800;DB09279;DB01159;DB00774;DB01088;DB00458;DB01247;DB00753;DB00528;DB01002;DB00922;DB04948;DB00295;DB09242;DB00486;DB06712;DB01054;DB00435;DB08935;DB01580;DB00780;DB00925;DB00692;DB09286;DB00413;DB00818;DB01367;DB00899;DB00268;DB00296;DB05271;DB09292;DB01037;DB01236;DB09112;DB00086;DB00708;DB00706;DB01041;DB00679;DB00797;DB00323;DB00752;DB00755;DB00177;DB00178;DB00187;DB00195;DB00206;DB00214;DB00232;DB00264;DB00270;DB00275;DB00310;DB00325;DB00335;DB00343;DB00350;DB00373;DB00381;DB00384;DB00393;DB00401;DB00421;DB00436;DB00457;DB00484;DB00489;DB00492;DB00519;DB00521;DB00524;DB00542;DB00571;DB00575;DB00584;DB00590;DB00594;DB00598;DB00612;DB00622;DB00633;DB00657;DB00661;DB00678;DB00691;DB00695;DB00697;DB00700;DB00703;DB00722;DB00727;DB00742;DB00790;DB00808;DB00876;DB00880;DB00881;DB00883;DB00887;DB00903;DB00960;DB00964;DB00966;DB00975;DB00999;DB01018;DB01020;DB01023;DB01029;DB01113;DB01115;DB01136;DB01144;DB01162;DB01193;DB01197;DB01203;DB01210;DB01214;DB01224;DB01275;DB01340;DB01359;DB01612;DB04861;DB04899;DB04920;DB06292;DB08822;DB08907;DB08931;DB08941;DB09026;DB09038;DB09077;DB01238;DB09220;DB00474;DB00794;DB01174;DB00418;DB00312;DB00599;DB00849;DB01154;DB01351;DB01355;DB08864;DB00476;DB01235;DB00734;DB00247;DB00320;DB00589;DB00696;DB00699;DB01253;DB00353;DB00248;DB01186;DB01076;DB04817;DB06616;DB09053;DB06212;DB00363;DB00324;DB00394;DB00443;DB00620;DB00741;DB00860;DB01047;DB01222;DB01234;DB01410;DB09091;DB00591;DB00223;DB00240;DB00288;DB00547;DB00838;DB00846;DB00896;DB00959;DB01130;DB01380;DB00180;DB00764;DB00873;DB08906;DB06781;DB00253;DB00635;DB00655;DB00663;DB00687;DB01384;DB01708;DB08905;DB08970;DB08971;DB09095;DB11750;DB13158;DB00596;DB01260;DB06786;DB11921;DB00175;DB00227;DB00439;DB00641;DB01095;DB01098;DB08860
